2026.5.8,,2026年度情報理工学院（数理・計算科学系、情報工学系）第2回大学院説明会が、下記日程にて開催されます。<br>■2026年5月16日(土)13:00～16:30<br>　開催場所：東京科学大学横浜キャンパス<br><a href=https://admissions.isct.ac.jp/ja/news/amdf7lxqq7kj target=" blank">第2回情報理工学院大学院説明会</A><br>◎高安研究室では、下記のとおり研究室公開を行います。<br>　時間：13:30～16:30<br>　場所：横浜キャンパス G5棟8階811室
2026.5.8,,Hirokazu Toju, Kenta Suzuki, Martina Sanchez-Pinillos, Genta Shima, Takuya Kageyama, Ibuki Hayashi, Mikihito Noguchi, Hiroaki Fujita, Yoshiyuki Goto, Shinji Nakaoka, Masayuki Ushio, Yasunori Ichihashi, W Florian Fricke, Kenji Mizumoto, Lena Takayasu, Wataru Suda, Misako Takayasu, Masato Yamamichi, Wolfram Weckwerth<br>"Microbiome assembly statistics toward ecosystem-scale insights, forecasting, and management"<br>The ISME Journal, wrag085 (2026) <br>以上の論文が掲載されました。
2026.4.24,,高安研究室修了生、名古屋大学の増川理恵助教が、「外的摂動に対する腸内細菌叢の過渡的応答と反応性の定量解析」と題する発表について、2026年春季大会日本物理学会学生優秀発表賞を受賞しました。<br><a href=https://www.jps.or.jp/activities/awards/gakusei/2026_student_presentation_award.php target=" blank">Link</A>
2026.4.24,,高安研究室修了生、筑波大学の佐野幸恵准教授が、「包摂社会に向けた人と AI の共進化の数理構造解明」という研究テーマについて、キャノン財団の第17回（2026年）研究助成プログラムに採択され、4月17日に授賞式が行われました。高安美佐子先生は、共同研究者として参加します。
2026.4.6,,4月10日(金)、Korea Institute for Advanced Study (KIAS)の研究者、Jibeom Choi氏による、「Handshake-dependent RPS-like game for bacterial toxin transfer」と題する講演が研究室にて開催されます。<br><a href="pdf/news/20260410_Jibeom_Choi.pdf" target="_top">Abstract</a>
2026.3.13,,Qianyun Wu, Yukie Sano, Hideki Takayasu & Misako Takayasu<br>"Linking Opinion Dynamics and Emotional Expression in Online Communities: a Case Study of Covid-19 Vaccination Discourse in Japan"<br>2025 IEEE International Conference on Big Data (BigData), Pages: 5876-5883<br>以上の論文が掲載されました。
2026.2.4,,Yohei Shida, Hideki Takayasu, & Misako Takayasu<br>"Preserving universal mobility scaling laws with the human flow electrical circuit model"<br>Computational and Mathematical Organization Theory Volume 32, article number 3, (2026)<br>以上の論文が掲載されました。
2026.1.26,,E. Viegas, H. Takayasu and M. Takayasu<br>"A multi-layered network approach for the corporate and banking sectors: unwrapping the fundamental features of velocity of money"<br>Quantitative Finance, 2026, to appear.
2025.12.12,,12月8日(月)～12月10日(水)に、Shlomo Havlin特任教授(Bar-Ilan University)が高安研究室に研究滞在しました。
2025.11.14,,11月4日(火)～11月19日(水)に、Eduardo Viegas特任准教授 (Imperial College London)が高安研究室に研究滞在されています。
