189,,Hirokazu Toju, Kenta Suzuki, Martina Sanchez-Pinillos, Genta Shima, Takuya Kageyama, Ibuki Hayashi, Mikihito Noguchi, Hiroaki Fujita, Yoshiyuki Goto, Shinji Nakaoka, Masayuki Ushio, Yasunori Ichihashi, W Florian Fricke, Kenji Mizumoto, Lena Takayasu, Wataru Suda, Misako Takayasu, Masato Yamamichi, Wolfram Weckwerth,,Microbiome assembly statistics toward ecosystem-scale insights, forecasting, and management,,The ISME Journal,,,wrag085 (17 pages),,,,,,2026,,https://doi.org/10.1093/ismejo/wrag085
188,,Qianyun Wu, Yukie Sano, Hideki Takayasu, & Misako Takayasu,,Linking Opinion Dynamics and Emotional Expression in Online Communities: a Case Study of Covid-19 Vaccination Discourse in Japan,,Proceedings of 2025 IEEE International Conference on Big Data (BigData),,,pp5876-5883,,,,,,2025,,https://ieeexplore.ieee.org/document/11400794
187,,Yohei Shida, Hideki Takayasu & Misako Takayasu,,Preserving universal mobility scaling laws with the human flow electrical circuit model,,Computational and Mathematical Organization Theory,,,Volume 32, article number 3 (13 pages),,,,,,2026,,https://link.springer.com/article/10.1007/s10588-025-09416-2
186,,E. Viegas, H. Takayasu and M. Takayasu,,A multi-layered network approach for the corporate and banking sectors: unwrapping the fundamental features of velocity of money,,Quantitative Finance,,,Volume 26, 2026 - Issue 2 (14 pages),,,,,,2026,,https://www.tandfonline.com/doi/full/10.1080/14697688.2026.2618180
185,,Yixuan Y. Zheng, Yohei Shida, Hideki Takayasu, Misako Takayasu,,Enhancing the gravity model for commuters: Time-and-spatial-structure-based improvements in Japan’s metropolitan areas,,PLoS One,,,  20(8) (28 pages),,,,,,2025,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0329603
184,,Rie Maskawa, Lena Takayasu, Hideki Takayasu, Keiji Watanabe, Shusuke Takemine, Takashi Kakimoto, Kozue Takeshita, Seiko Narushima, Wataru Suda, Misako Takayasu,,High-resolution fecal pharmacokinetic modeling in mice with orally administered antibiotics,,Scientific Reports volume 15,,, Article number: 24441 (9 pages),,,,,,2025,,https://www.nature.com/articles/s41598-025-10293-7
183,,Ryosuke Susuta, Kenta Yamada, Hideki Takayasu and Misako Takayasu,,A ForecastModel for COVID-19 Spread Trends Using Blog and GPS Data from Smartphones,,Entropy, 27(7),,, 686 (29 pages),,,,,,2025,,https://www.mdpi.com/1099-4300/27/7/686
182,,Hajime Koike, Hideki Takayasu, and Misako Takayasu,,Chaotic solutions found in the gravity model of network transport,,Physical Review Research 7,,, 023232 (8 pages),,,,,,2025,,https://journals.aps.org/prresearch/abstract/10.1103/PhysRevResearch.7.023232
181,,Qianyun Wu, Yukie Sano, Hideki Takayasu, Shlomo Havlin & Misako Takayasu,,Twitter Communities are Associated with Changing User’s Opinion Towards COVID-19 Vaccine in Japan,,Scientific Reports volume 15,,, 11716 (15 pages),,,,,,2025,,https://www.nature.com/articles/s41598-025-95595-6
180,,Rie Maskawa, Hideki Takayasu, Lena Takayasu, Wataru Suda, and Misako Takayasu,,Stochastic spatiotemporal growth model reproducing the universal statistical laws of the gut microbiome,,Phys. Rev. Research 7,,, 013269 (10 pages),,,,,,2025,,https://journals.aps.org/prresearch/abstract/10.1103/PhysRevResearch.7.013269
179,,Zhihua Zhong, Hideki Takayasu & Misako Takayasu,,Renormalization of human mobility based on a revised electric circuit model and a new gravity relation,,Phys. Rev. Research 7,,, 013235 (22 pages),,,,,,2025,,https://journals.aps.org/prresearch/abstract/10.1103/PhysRevResearch.7.013235
178,,Zhihua Zhong, Hideki Takayasu & Misako Takayasu,,Human mobility description by physical analogy of electric circuit network based on GPS data,,Scientific Reports 14,,, Article number: 13380 (15 pages),,,,,,2024,,https://www.nature.com/articles/s41598-024-63719-z
